name	description	p-value	q-value	phenotype	genes
GO:0000018	regulation of DNA recombination	0.0849529690047497	0.0849529690047497	1	POLQ,ERCC2,SETD2
GO:0000070	mitotic sister chromatid segregation	0.00155207961446078	0.00155207961446078	1	SMC1A,STAG2,PPP2R1A,SMC3,APC,RB1,ATM,RAD21,CHEK2
GO:0000075	cell cycle checkpoint signaling	6.62423217297787e-06	6.62423217297787e-06	1	BRCA1,CCND1,CDKN1B,CDKN1A,APC,BRCA2,TP53,ATM,ATR,PTPN11,CHEK2
GO:0000077	DNA damage checkpoint signaling	1.84711122577937e-06	1.84711122577937e-06	1	BRCA1,CCND1,CDKN1B,CDKN1A,BRCA2,TP53,ATM,ATR,PTPN11,CHEK2
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	3.57709315423567e-10	3.57709315423567e-10	1	CCND1,CDKN1B,CDKN2C,CDKN1A,APC,AKT1,EGFR,CDKN2A,PTEN,CEBPA
GO:0000082	G1/S transition of mitotic cell cycle	9.13179069117184e-12	9.13179069117184e-12	1	EZH2,CCND1,CDKN1B,ARID1A,CDKN2C,CDKN1A,APC,ACVR1B,RB1,TP53,AKT1,EGFR,CDKN2A,ATM,PBRM1,PTEN,CHEK2
GO:0000086	G2/M transition of mitotic cell cycle	0.001066311803199	0.001066311803199	1	BRCA1,CCND1,CDKN1A,CDKN2A,ATM,RAD21,SIN3A,CHEK2
GO:0000209	protein polyubiquitination	0.0243634133659285	0.0243634133659285	1	BRCA1,CBFB,SPOP,TAF1,CDKN2A,CTNNB1
GO:0000302	response to reactive oxygen species	0.000251833075706172	0.000251833075706172	1	HGF,MAP2K4,EZH2,NFE2L2,PDGFRA,AKT1,EGFR,ATM,LRRK2
GO:0000578	embryonic axis specification	0.00452312896002349	0.00452312896002349	1	TBX3,SMAD4,KDM6A,CTNNB1,SMAD2,WT1
GO:0000723	telomere maintenance	0.0514358189924305	0.0514358189924305	1	ATRX,BRCA2,ATM,CTNNB1,ATR
GO:0000724	double-strand break repair via homologous recombination	0.0227387396142227	0.0227387396142227	1	BRCA1,POLQ,BRCA2,ATM,RAD21,SETD2
GO:0000725	recombinational repair	0.0245327346808532	0.0245327346808532	1	BRCA1,POLQ,BRCA2,ATM,RAD21,SETD2
GO:0000819	sister chromatid segregation	0.000191859420052735	0.000191859420052735	1	SMC1A,STAG2,PPP2R1A,SMC3,ARID1A,APC,RB1,ATM,PBRM1,RAD21,CHEK2
GO:0001101	response to acid chemical	0.0180553382090661	0.0180553382090661	1	EP300,CDKN1B,DNMT3A,PIK3CA,PDGFRA,EGFR,MTOR
GO:0001570	vasculogenesis	0.00186600390624183	0.00186600390624183	1	FBXW7,NOTCH1,TGFBR2,SOX17,CTNNB1,SETD2,WT1
GO:0001649	osteoblast differentiation	0.000886114292401662	0.000886114292401662	1	HGF,FGFR2,CBFB,ACVR2A,SOX9,SMAD4,AKT1,NOTCH1,CTNNB1,AXIN2,NF1,CEBPA
GO:0001654	eye development	0.0924517328505481	0.0924517328505481	1	GATA3,CDKN1B,SOX9,PDGFRA,EGFR,NOTCH1,ARHGAP35,TGFBR2,CTNNB1,WT1,NF1
GO:0001656	metanephros development	0.000162721578145619	0.000162721578145619	1	SOX9,PDGFRA,SMAD4,SOX17,CTNNB1,WT1,NF1
GO:0001657	ureteric bud development	0.00119705295659923	0.00119705295659923	1	FGFR2,GATA3,SOX9,SMAD4,CTNNB1,SMAD2,WT1
GO:0001659	temperature homeostasis	0.0206832087901613	0.0206832087901613	1	STK11,APC,TLR4,RB1,NOTCH1
GO:0001666	response to hypoxia	1.52214970924769e-05	1.52214970924769e-05	1	FGFR2,EP300,ERCC2,CDKN1B,NFE2L2,DNMT3A,AJUBA,VHL,TP53,SMAD4,KDM6A,NOTCH1,ATM,RAD21,NF1,MTOR
GO:0001704	formation of primary germ layer	0.0457683399132769	0.0457683399132769	1	FGFR2,KDM6A,SOX17,CTNNB1,SMAD2,SETD2
GO:0001708	cell fate specification	6.03128920871751e-05	6.03128920871751e-05	1	SOX9,FOXA2,FOXA1,APC,TBX3,SMAD4,NOTCH1,SOX17,CTNNB1,AR
GO:0001763	morphogenesis of a branching structure	9.84390274245433e-06	9.84390274245433e-06	1	HGF,FGFR2,SOX9,FOXA1,KRAS,TBX3,SMAD4,NOTCH1,TGFBR2,CTNNB1,AR,SETD2,WT1,LRRK2
GO:0001776	leukocyte homeostasis	0.0132698374618494	0.0132698374618494	1	PPP2R1A,FLT3,AKT1,BAP1,NF1
GO:0001818	negative regulation of cytokine production	0.274395557087912	0.274395557087912	1	HGF,NAV3,EZH2,GATA3,TLR4,RAD21,PTPN11
GO:0001822	kidney development	1.25367204227646e-05	1.25367204227646e-05	1	FGFR2,EZH2,GATA3,SOX9,PDGFRA,SMAD4,NOTCH1,ARID5B,SOX17,CTNNB1,ASXL1,SMAD2,ERBB4,WT1,LRRK2,NF1
GO:0001823	mesonephros development	0.00173070862199262	0.00173070862199262	1	FGFR2,GATA3,SOX9,SMAD4,CTNNB1,SMAD2,WT1
GO:0001836	release of cytochrome c from mitochondria	0.0197150405191697	0.0197150405191697	1	HGF,TP53,AKT1
GO:0001837	epithelial to mesenchymal transition	1.74545248352924e-13	1.74545248352924e-13	1	HGF,EPHA3,FGFR2,EZH2,GATA3,SOX9,FOXA2,FOXA1,TBX3,SMAD4,NOTCH1,TGFBR2,CTNNB1,AXIN2,PTEN,SMAD2,MTOR
GO:0001889	liver development	0.00161682614302128	0.00161682614302128	1	HGF,EZH2,FBXW7,CCND1,PIK3CA,SOX9,TBX3,EGFR,NOTCH1,ARID5B,NF1,CEBPA
GO:0001894	tissue homeostasis	0.0523920241361543	0.0523920241361543	1	STK11,SOX9,KRAS,TLR4,RB1,EGFR,NOTCH1,BAP1,CTNNB1,PTPN11,NF1
